,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,days_birth,days_employed,work_phone,home_phone,email,occup_type,family_size,begin_month,credit
9689,F,Y,Y,1,315000.0,Working,Incomplete higher,Single / not married,House / apartment,-11725,-2044,0,0,0,Core staff,2.0,-20.0,2.0
9690,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-17660,-3261,1,1,0,Laborers,2.0,-30.0,2.0
9691,F,N,N,0,112500.0,Pensioner,Higher education,Single / not married,House / apartment,-22254,0,0,1,0,No job,1.0,-41.0,2.0
9692,F,N,N,1,189000.0,Working,Secondary / secondary special,Married,House / apartment,-18979,-4487,1,1,0,Core staff,3.0,-19.0,2.0
9693,F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-16949,-1371,0,0,0,Managers,2.0,-60.0,2.0
9694,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286,0,0,0,0,No job,1.0,-18.0,2.0
9695,F,N,N,0,128542.5,Commercial associate,Higher education,Single / not married,Rented apartment,-9351,-370,1,0,1,Sales staff,1.0,-17.0,2.0
9696,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21124,0,0,0,0,No job,2.0,-18.0,2.0
9697,F,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16053,-1905,0,0,0,Core staff,1.0,-57.0,2.0
9698,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10170,-2196,1,1,0,Cooking staff,2.0,-28.0,0.0
9699,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,0,0,0,0,No job,2.0,-16.0,1.0
9700,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23027,0,0,1,0,No job,2.0,-17.0,1.0
9701,F,Y,N,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-12906,-4602,1,1,0,Drivers,2.0,-55.0,2.0
9702,F,N,N,0,360000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-22770,-5459,0,0,0,No job,1.0,-11.0,2.0
9703,F,Y,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15062,-2014,1,0,0,No job,3.0,-57.0,0.0
9704,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353,-1081,1,0,1,Core staff,2.0,-17.0,1.0
9705,F,N,N,1,202500.0,Working,Higher education,Civil marriage,House / apartment,-11800,-3303,0,0,0,Accountants,3.0,-50.0,2.0
9706,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-10860,-1001,1,0,0,Security staff,2.0,-19.0,0.0
9707,M,Y,N,1,229500.0,State servant,Secondary / secondary special,Married,House / apartment,-21665,-4342,0,0,0,Managers,3.0,-11.0,2.0
9708,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11660,-807,0,0,0,Core staff,3.0,-8.0,2.0
9709,M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15292,-645,1,1,0,Drivers,2.0,-22.0,2.0
9710,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,0,0,1,Managers,2.0,-20.0,2.0
9711,M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-22407,-2174,0,0,0,Laborers,2.0,-31.0,2.0
9712,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-20440,0,0,0,0,No job,2.0,-55.0,0.0
9713,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-9497,-1052,0,0,0,Laborers,2.0,-45.0,2.0
9714,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,0,1,0,Sales staff,3.0,-32.0,2.0
9715,F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,-12116,-553,0,0,0,Managers,2.0,-18.0,1.0
9716,F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-12192,-3123,0,0,0,Laborers,2.0,-34.0,2.0
9717,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,0,0,0,0,No job,1.0,-57.0,2.0
9718,M,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22680,0,0,0,0,No job,2.0,-13.0,2.0
9719,F,N,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-15083,-847,0,0,0,High skill tech staff,3.0,-37.0,2.0
9720,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20040,0,0,0,0,No job,2.0,-10.0,2.0
9721,M,N,Y,2,225000.0,Working,Incomplete higher,Married,House / apartment,-14877,-139,1,1,0,Core staff,4.0,-15.0,2.0
9722,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17004,-1117,1,0,0,Private service staff,4.0,-36.0,2.0
9723,F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,-15360,-413,0,0,1,Core staff,2.0,-6.0,2.0
9724,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-10274,-1170,0,0,0,Sales staff,1.0,-13.0,1.0
9725,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,0,0,Laborers,1.0,-22.0,0.0
9726,F,N,Y,0,60376.5,Working,Secondary / secondary special,Separated,House / apartment,-18304,-171,1,0,0,Sales staff,1.0,-58.0,2.0
9727,M,N,N,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9361,-164,1,0,0,Waiters/barmen staff,2.0,-2.0,0.0
9728,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21778,0,0,1,0,No job,1.0,-28.0,2.0
9729,F,Y,Y,0,225000.0,Working,Higher education,Separated,Rented apartment,-11031,-137,1,0,0,No job,1.0,-23.0,2.0
9730,M,Y,N,0,315000.0,Working,Incomplete higher,Civil marriage,Office apartment,-15558,-4276,0,1,0,No job,2.0,-42.0,2.0
9731,F,N,N,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23283,0,0,1,0,No job,2.0,-39.0,2.0
9732,F,N,Y,1,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15899,-3993,0,0,0,No job,2.0,-26.0,0.0
9733,F,N,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-19348,-3322,1,1,0,Laborers,1.0,-1.0,1.0
9734,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,0,Sales staff,3.0,-47.0,2.0
9735,M,N,N,0,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22440,0,0,0,0,No job,2.0,-7.0,2.0
9736,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,-14661,-5521,0,0,0,No job,2.0,-22.0,1.0
9737,M,N,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19365,-243,0,0,1,Laborers,2.0,-39.0,2.0
9738,M,Y,N,2,292500.0,State servant,Secondary / secondary special,Married,With parents,-15583,-6031,0,1,0,Drivers,4.0,-47.0,2.0
9739,F,N,Y,1,90000.0,Working,Higher education,Married,With parents,-12722,-5331,0,0,0,Cleaning staff,3.0,-37.0,2.0
9740,F,Y,N,1,135000.0,Working,Higher education,Married,Municipal apartment,-12523,-2482,0,0,0,Managers,3.0,-50.0,2.0
9741,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17330,-962,0,1,0,Sales staff,2.0,-37.0,2.0
9742,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,0,0,0,Core staff,2.0,-7.0,1.0
9743,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20578,0,0,1,0,No job,2.0,-5.0,2.0
9744,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15162,-1810,1,0,0,No job,4.0,-10.0,2.0
9745,F,N,Y,0,103500.0,Pensioner,Lower secondary,Married,House / apartment,-23015,0,0,0,0,No job,2.0,-6.0,2.0
9746,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15491,-504,0,0,0,Laborers,2.0,-14.0,0.0
9747,M,Y,N,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13902,-1589,0,1,0,No job,2.0,-10.0,2.0
9748,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-23556,-165,0,0,0,Private service staff,2.0,-12.0,2.0
9749,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-19789,-3673,0,0,0,Managers,1.0,-30.0,2.0
9750,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18688,-2029,1,1,0,Sales staff,2.0,-40.0,2.0
9751,F,N,Y,1,265500.0,Commercial associate,Higher education,Married,House / apartment,-12022,-4081,0,0,0,Managers,3.0,-57.0,2.0
9752,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12009,-1912,0,1,0,Sales staff,1.0,-18.0,2.0
9753,M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,0,Drivers,1.0,-37.0,2.0
9754,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,0,0,1,0,No job,2.0,-14.0,1.0
9755,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18715,-2867,1,0,0,Secretaries,2.0,-45.0,2.0
9756,F,N,Y,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18682,-514,0,1,0,Laborers,3.0,-1.0,0.0
9757,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-12238,-2187,1,1,0,Managers,4.0,-39.0,2.0
9758,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17473,-2631,0,0,0,Managers,1.0,-15.0,1.0
9759,F,N,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,With parents,-9640,-612,0,0,1,Sales staff,1.0,-4.0,2.0
9760,M,Y,N,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-13086,-1931,0,1,0,Laborers,3.0,-28.0,1.0
9761,M,N,Y,0,193500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9070,-401,0,0,0,Sales staff,1.0,-23.0,2.0
9762,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13892,-1929,0,0,0,High skill tech staff,3.0,-60.0,1.0
9763,M,Y,N,0,261000.0,Commercial associate,Incomplete higher,Civil marriage,With parents,-8897,-674,0,0,0,Sales staff,2.0,-36.0,1.0
9764,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-18854,-948,1,0,0,Laborers,2.0,-22.0,2.0
9765,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11454,-1678,0,1,1,Cooking staff,3.0,-1.0,1.0
9766,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-19171,-429,0,0,0,Laborers,2.0,-22.0,2.0
9767,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-21111,-4816,0,0,0,Core staff,2.0,-45.0,2.0
9768,F,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16095,-7979,0,0,0,Medicine staff,3.0,-5.0,0.0
9769,F,N,Y,0,193500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21757,0,0,0,0,No job,2.0,-3.0,0.0
9770,F,N,Y,0,220500.0,Working,Secondary / secondary special,Separated,House / apartment,-17196,-560,1,0,0,Core staff,1.0,-35.0,2.0
9771,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16280,-3062,0,1,1,Managers,2.0,-26.0,2.0
9772,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-11543,-979,0,0,0,Sales staff,1.0,-15.0,2.0
9773,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21312,0,0,0,0,No job,2.0,-27.0,2.0
9774,F,N,Y,0,126000.0,Commercial associate,Higher education,Separated,House / apartment,-16236,-3000,0,0,0,Managers,1.0,-48.0,2.0
9775,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21188,-5818,0,0,0,No job,2.0,-29.0,2.0
9776,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,0,1,0,Laborers,2.0,-58.0,1.0
9777,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,0,0,1,Medicine staff,2.0,-39.0,2.0
9778,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20429,0,0,0,0,No job,2.0,-55.0,2.0
9779,F,N,N,1,225000.0,State servant,Higher education,Civil marriage,Municipal apartment,-14265,-6033,0,1,0,No job,3.0,-6.0,0.0
9780,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14143,-2072,0,0,0,No job,1.0,-18.0,2.0
9781,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20798,0,0,1,0,No job,1.0,-4.0,2.0
9782,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-21601,-12490,1,0,0,High skill tech staff,2.0,-14.0,2.0
9783,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20978,0,0,1,0,No job,1.0,-4.0,2.0
9784,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18759,0,0,0,0,No job,2.0,-42.0,2.0
9785,F,N,N,0,225000.0,State servant,Secondary / secondary special,Single / not married,Office apartment,-14946,-3716,0,0,0,No job,1.0,-2.0,1.0
9786,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10612,-978,0,0,0,Laborers,1.0,-24.0,2.0
9787,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21426,0,0,1,0,No job,2.0,-39.0,2.0
9788,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21124,0,0,0,0,No job,2.0,-49.0,2.0
9789,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22119,0,0,0,0,No job,1.0,-25.0,2.0
9790,F,N,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-22846,-9239,0,0,0,No job,2.0,-39.0,2.0
9791,F,N,Y,0,132750.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20375,0,0,0,0,No job,1.0,-32.0,0.0
9792,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14265,-7373,1,1,0,Laborers,2.0,-11.0,2.0
9793,F,N,Y,0,74700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22266,0,0,0,0,No job,2.0,-19.0,1.0
9794,M,N,Y,0,157500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-13463,-1993,0,0,0,Security staff,1.0,-40.0,0.0
9795,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12167,-780,1,1,0,No job,2.0,-11.0,1.0
9796,F,Y,Y,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,0,0,1,Core staff,3.0,-15.0,2.0
9797,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17096,-9236,0,0,0,Drivers,1.0,-4.0,2.0
9798,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,-11855,-4583,0,0,0,Laborers,2.0,-17.0,2.0
9799,F,N,Y,0,220500.0,Pensioner,Lower secondary,Married,House / apartment,-21602,0,0,0,0,No job,2.0,-16.0,2.0
9800,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-11615,-2936,0,0,0,Sales staff,2.0,-1.0,1.0
9801,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-17472,-1202,1,1,0,No job,2.0,-57.0,1.0
9802,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-12658,-5374,0,0,1,Laborers,2.0,-13.0,2.0
9803,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,0,0,0,0,No job,2.0,-6.0,2.0
9804,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20456,0,0,1,0,No job,1.0,-56.0,0.0
9805,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15231,-370,1,0,1,Sales staff,2.0,-13.0,2.0
9806,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21774,0,0,0,0,No job,2.0,-27.0,1.0
9807,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9868,-1221,1,1,0,Laborers,2.0,-36.0,2.0
9808,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,0,0,0,Core staff,3.0,-5.0,0.0
9809,M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,0,1,0,Drivers,2.0,-5.0,1.0
9810,F,N,Y,0,252000.0,State servant,Higher education,Widow,House / apartment,-16751,-8175,0,0,0,Managers,1.0,-42.0,1.0
9811,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10000,-1779,0,0,0,Laborers,3.0,-39.0,2.0
9812,M,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,With parents,-9848,-1244,0,1,0,High skill tech staff,1.0,-24.0,2.0
9813,F,N,N,0,112500.0,Pensioner,Higher education,Single / not married,House / apartment,-19690,0,0,0,0,No job,1.0,-25.0,1.0
9814,F,N,N,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,0,0,0,Laborers,2.0,-59.0,2.0
9815,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21667,0,0,0,0,No job,1.0,-13.0,0.0
9816,F,N,Y,2,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22087,0,0,0,0,No job,4.0,-28.0,2.0
9817,M,Y,Y,2,254700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17254,-9131,0,1,0,Laborers,4.0,-15.0,2.0
9818,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,Office apartment,-9958,-1114,0,0,1,Waiters/barmen staff,1.0,-41.0,2.0
9819,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19210,-2454,0,1,0,No job,1.0,-2.0,1.0
9820,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9948,-401,1,0,0,Drivers,1.0,-25.0,2.0
9821,M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,-11630,-1904,0,0,0,Laborers,4.0,-31.0,2.0
9822,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10089,-2757,1,0,0,Laborers,3.0,-28.0,2.0
9823,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16517,-991,0,0,0,Core staff,2.0,-59.0,1.0
9824,M,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8537,-651,1,0,0,Laborers,2.0,-10.0,1.0
9825,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,0,0,0,Accountants,2.0,-33.0,2.0
9826,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18114,-10121,0,0,0,High skill tech staff,2.0,-52.0,2.0
9827,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14893,-2622,0,0,0,Medicine staff,4.0,-44.0,2.0
9828,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14469,-504,0,0,0,Core staff,2.0,-13.0,2.0
9829,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15213,-109,0,0,0,Laborers,3.0,-2.0,1.0
9830,F,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,-13144,-682,1,1,0,No job,4.0,-11.0,1.0
9831,F,Y,N,2,135000.0,Working,Higher education,Civil marriage,Municipal apartment,-11008,-1285,1,1,0,Sales staff,4.0,-59.0,1.0
9832,F,Y,N,2,135000.0,State servant,Higher education,Married,House / apartment,-13495,-2357,1,0,0,Core staff,4.0,-14.0,2.0
9833,F,N,Y,1,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20442,0,0,1,0,No job,3.0,-15.0,2.0
9834,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-16495,-1437,0,0,0,Sales staff,2.0,-22.0,0.0
9835,F,N,Y,19,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11057,-1853,1,1,0,Waiters/barmen staff,20.0,-5.0,2.0
9836,F,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13383,-1121,0,0,0,Sales staff,2.0,-4.0,2.0
9837,F,N,N,2,180000.0,Working,Higher education,Separated,House / apartment,-16294,-217,1,1,0,No job,3.0,-28.0,1.0
9838,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-18865,0,0,0,0,No job,1.0,-44.0,2.0
9839,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12478,-3569,0,0,0,Managers,3.0,-18.0,2.0
9840,F,N,Y,0,202500.0,Pensioner,Lower secondary,Single / not married,House / apartment,-21304,0,0,0,0,No job,1.0,-60.0,2.0
9841,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,1,1,1,Laborers,2.0,-37.0,2.0
9842,F,N,N,3,135000.0,Working,Incomplete higher,Married,Office apartment,-12544,-1131,1,0,0,Core staff,5.0,-42.0,2.0
9843,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21511,0,0,1,0,No job,2.0,-18.0,0.0
9844,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15454,-354,0,0,0,Laborers,2.0,-14.0,2.0
9845,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-16938,-673,0,0,0,Laborers,1.0,-47.0,1.0
9846,M,Y,Y,2,90000.0,Pensioner,Lower secondary,Married,House / apartment,-21954,0,0,0,0,No job,4.0,-7.0,2.0
9847,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-14846,-1292,1,1,0,High skill tech staff,2.0,-40.0,2.0
9848,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18281,-3596,0,0,0,Laborers,2.0,-58.0,0.0
9849,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20198,0,0,0,0,No job,2.0,-39.0,2.0
9850,M,Y,Y,0,202500.0,Working,Higher education,Separated,House / apartment,-10763,-302,0,0,0,Sales staff,1.0,-47.0,2.0
9851,M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16778,-332,0,0,0,Core staff,4.0,-44.0,2.0
9852,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,0,1,0,Laborers,2.0,-37.0,2.0
9853,M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9552,-1567,0,0,0,Cooking staff,1.0,-8.0,1.0
9854,F,N,Y,1,108000.0,Commercial associate,Higher education,Married,House / apartment,-13877,-1021,0,0,0,Accountants,3.0,-15.0,0.0
9855,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-19730,-4934,0,0,0,Sales staff,1.0,-37.0,2.0
9856,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17890,-200,0,0,0,No job,2.0,-35.0,2.0
9857,F,N,Y,3,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14880,-773,0,0,0,Sales staff,5.0,-4.0,2.0
9858,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-9313,-615,0,0,0,No job,2.0,-53.0,2.0
9859,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10397,-1037,0,0,0,Accountants,1.0,-5.0,0.0
9860,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-13230,-3643,0,0,1,High skill tech staff,3.0,-45.0,2.0
9861,F,N,N,0,256500.0,Commercial associate,Higher education,Married,House / apartment,-11212,-2565,0,0,1,HR staff,2.0,-7.0,2.0
9862,M,Y,N,0,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9053,-165,0,0,1,No job,1.0,-23.0,0.0
9863,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13814,-239,0,1,0,Cooking staff,4.0,-33.0,2.0
9864,F,N,Y,0,69750.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23129,0,0,1,0,No job,2.0,-59.0,2.0
9865,F,N,Y,0,130500.0,Pensioner,Higher education,Civil marriage,House / apartment,-21461,0,0,0,0,No job,2.0,-9.0,2.0
9866,F,Y,N,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-14887,-2170,0,0,0,High skill tech staff,2.0,-60.0,2.0
9867,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11900,-3360,0,0,0,Accountants,3.0,-25.0,2.0
9868,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17075,-2942,0,0,0,Laborers,2.0,-38.0,2.0
9869,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20493,0,0,1,0,No job,2.0,-4.0,1.0
9870,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11388,-1315,0,0,0,Core staff,2.0,-48.0,1.0
9871,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18374,-3822,1,1,0,Sales staff,1.0,-35.0,1.0
9872,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12116,-2714,1,1,0,Drivers,2.0,-19.0,2.0
9873,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11206,-2514,0,0,1,Core staff,3.0,-14.0,2.0
9874,F,N,N,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,-18168,-3931,1,1,0,No job,1.0,-27.0,2.0
9875,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21454,0,0,0,0,No job,2.0,-32.0,2.0
9876,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14523,-3420,0,0,0,Core staff,2.0,-54.0,2.0
9877,M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10159,-1898,1,1,0,Sales staff,2.0,-25.0,2.0
9878,F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,-14321,-7068,0,0,0,Medicine staff,4.0,-47.0,1.0
9879,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,With parents,-19523,-259,0,0,0,No job,1.0,-2.0,1.0
9880,M,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-10298,-1860,1,1,0,Managers,3.0,-20.0,1.0
9881,M,Y,Y,0,675000.0,State servant,Higher education,Married,House / apartment,-11912,-2200,0,0,0,High skill tech staff,2.0,-31.0,2.0
9882,M,N,N,0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12523,-5145,0,0,0,Laborers,2.0,-31.0,2.0
