,gender,car,reality,income_total,income_type,edu_type,family_type,house_type,work_phone,home_phone,email,occup_type,family_size,begin_month,credit,days_unemployed,income_unemployed,Age,birth_month,birth_week,ages_employed,employ_month,employ_week,ages_unemployed,unemploy_month,unemploy_week,income_family
8246,M,Y,Y,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,5.0,22,2.0,10566,12.776831345826235,42,10.0,1.0,13,6.0,0.0,28,4.0,1.0,27000.0
8247,M,Y,N,252000.0,Working,Higher education,Married,House / apartment,1,1,0,Laborers,2.0,47,1.0,9927,25.385312783318223,41,3.0,3.0,14,8.0,1.0,27,6.0,2.0,126000.0
8248,F,N,Y,108000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3.0,52,2.0,10751,10.045577155613431,38,11.0,0.0,8,1.0,0.0,29,10.0,3.0,36000.0
8249,F,Y,Y,450000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,4.0,31,2.0,10181,44.199980355564286,40,3.0,0.0,12,0.0,2.0,27,3.0,2.0,112500.0
8250,M,N,Y,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,40,1.0,21587,20.84587946449252,64,9.0,2.0,5,9.0,2.0,59,11.0,3.0,225000.0
8251,M,N,N,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,5,2.0,17810,12.633352049410444,49,6.0,2.0,1,0.0,1.0,48,5.0,0.0,112500.0
8252,M,N,Y,99000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,2.0,1,1.0,14396,6.876910252848013,40,9.0,2.0,0,9.0,1.0,39,11.0,0.0,49500.0
8253,F,Y,Y,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,39,2.0,23768,11.359811511275664,65,0.0,3.0,0,0.0,0.0,65,0.0,3.0,135000.0
8254,F,N,Y,166500.0,Working,Incomplete higher,Married,House / apartment,0,0,1,Laborers,2.0,42,2.0,6765,24.6119733924612,29,11.0,2.0,11,2.0,3.0,18,9.0,2.0,83250.0
8255,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Waiters/barmen staff,2.0,11,2.0,16876,9.33278027968713,50,0.0,0.0,4,1.0,1.0,46,10.0,2.0,78750.0
8256,M,N,N,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Low-skill Laborers,1.0,28,1.0,11028,10.609357997823722,40,9.0,2.0,10,2.0,3.0,30,7.0,3.0,117000.0
8257,F,N,N,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,16,2.0,8163,16.5380374862183,52,8.0,0.0,29,0.0,1.0,22,8.0,2.0,67500.0
8258,M,Y,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,2.0,7,2.0,10841,10.37727146942164,31,2.0,2.0,2,0.0,1.0,29,1.0,0.0,56250.0
8259,F,N,Y,135000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,3.0,12,2.0,12467,10.828587470923237,40,3.0,0.0,6,8.0,3.0,34,7.0,1.0,45000.0
8260,F,N,Y,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,36,2.0,22976,9.79282729805014,62,9.0,2.0,0,0.0,0.0,62,9.0,2.0,225000.0
8261,M,Y,Y,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,48,0.0,22448,9.020848182466144,61,4.0,2.0,0,0.0,0.0,61,4.0,2.0,101250.0
8262,F,Y,Y,180000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2.0,49,2.0,8506,21.16153303550435,27,4.0,3.0,4,8.0,3.0,23,7.0,3.0,90000.0
8263,M,N,N,337500.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Managers,3.0,12,2.0,15223,22.170400052552058,48,10.0,1.0,6,7.0,2.0,41,3.0,2.0,112500.0
8264,F,N,N,315000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Managers,4.0,21,1.0,12623,24.954448229422482,35,11.0,3.0,0,10.0,0.0,34,0.0,3.0,78750.0
8265,F,N,N,193500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,45,2.0,10721,18.048689487920903,42,9.0,1.0,12,0.0,2.0,29,9.0,3.0,64500.0
8266,M,Y,Y,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1.0,16,2.0,8831,15.287056958441852,26,10.0,0.0,2,3.0,2.0,24,6.0,1.0,135000.0
8267,F,N,N,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,High skill tech staff,2.0,5,2.0,7191,18.773466833541928,41,1.0,3.0,21,1.0,3.0,19,11.0,3.0,67500.0
8268,F,N,N,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,2,0.0,18646,4.826772498122922,51,1.0,1.0,0,4.0,1.0,51,9.0,3.0,45000.0
8269,M,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,15,1.0,9833,16.017492118376893,34,1.0,2.0,7,9.0,1.0,26,3.0,0.0,78750.0
8270,M,Y,N,193500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,4,1.0,15143,12.778181337911906,46,4.0,1.0,5,4.0,2.0,41,0.0,3.0,96750.0
8271,F,Y,N,103500.0,Working,Higher education,Married,House / apartment,1,1,0,Sales staff,2.0,33,2.0,11715,8.8348271446863,39,7.0,3.0,7,1.0,1.0,32,6.0,1.0,51750.0
8272,F,N,N,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,1,1.0,21517,4.182739229446484,58,9.0,1.0,0,0.0,0.0,58,9.0,1.0,45000.0
8273,M,N,N,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Drivers,1.0,38,0.0,12220,11.047463175122749,37,9.0,3.0,3,10.0,1.0,33,11.0,1.0,135000.0
8274,F,N,Y,180000.0,Working,Higher education,Married,House / apartment,1,1,0,High skill tech staff,4.0,58,1.0,6972,25.817555938037867,38,8.0,0.0,19,3.0,0.0,19,4.0,0.0,45000.0
8275,M,Y,N,315000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,No job,2.0,36,0.0,10405,30.27390677558866,31,9.0,2.0,2,10.0,0.0,28,10.0,2.0,157500.0
8276,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1.0,27,1.0,16836,10.691375623663578,55,4.0,1.0,9,6.0,0.0,46,9.0,1.0,180000.0
8277,F,Y,N,112500.0,Working,Higher education,Married,With parents,1,1,0,Core staff,2.0,5,2.0,8683,12.956351491420016,28,1.0,0.0,4,11.0,0.0,23,1.0,0.0,56250.0
8278,F,N,Y,81000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,No job,1.0,21,2.0,14249,5.684609446276932,53,7.0,1.0,14,0.0,2.0,39,6.0,3.0,81000.0
8279,F,N,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,8,2.0,8397,13.39764201500536,30,0.0,3.0,7,8.0,3.0,23,3.0,3.0,37500.0
8280,M,N,N,202500.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,47,1.0,7719,26.233968130586863,34,4.0,1.0,13,10.0,3.0,21,5.0,2.0,101250.0
8281,F,N,N,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,25,2.0,7840,8.60969387755102,27,6.0,3.0,5,8.0,3.0,21,9.0,0.0,33750.0
8282,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4.0,10,2.0,14156,12.715456343599888,39,6.0,0.0,1,2.0,2.0,38,3.0,2.0,45000.0
8283,M,Y,Y,324000.0,Working,Higher education,Married,House / apartment,1,1,0,High skill tech staff,3.0,6,2.0,8115,39.92606284658041,30,4.0,1.0,8,10.0,2.0,22,6.0,3.0,108000.0
8284,F,N,Y,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,36,2.0,8380,13.9618138424821,25,1.0,0.0,2,10.0,3.0,22,3.0,1.0,58500.0
8285,M,N,N,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0,0,1,Sales staff,2.0,16,2.0,7869,34.31185665268776,24,7.0,0.0,2,8.0,0.0,21,10.0,0.0,135000.0
8286,F,N,N,202500.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,No job,2.0,34,1.0,7629,26.54345261502163,42,3.0,1.0,21,0.0,3.0,20,2.0,1.0,101250.0
8287,F,N,N,67500.0,Working,Higher education,Single / not married,House / apartment,0,0,1,Sales staff,2.0,2,1.0,8967,7.527601204416193,24,3.0,3.0,0,4.0,2.0,24,10.0,1.0,33750.0
8288,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,11,2.0,14154,7.9482831708351,40,4.0,3.0,2,0.0,1.0,38,3.0,2.0,37500.0
8289,M,Y,N,225000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,3.0,50,2.0,10301,21.84253955926609,31,1.0,0.0,3,6.0,1.0,28,7.0,3.0,75000.0
8290,M,Y,Y,225000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Drivers,15.0,58,2.0,16065,14.005602240896359,48,3.0,0.0,4,8.0,1.0,44,7.0,3.0,15000.0
8291,M,Y,Y,450000.0,Working,Higher education,Married,Office apartment,0,0,0,Managers,3.0,34,2.0,15851,28.389376064601603,50,3.0,3.0,7,3.0,3.0,43,0.0,0.0,150000.0
8292,F,Y,N,112500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,0,0,0,Accountants,3.0,14,2.0,11639,9.66577884697998,39,3.0,3.0,7,11.0,0.0,31,3.0,2.0,37500.0
8293,F,Y,Y,292500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Realty agents,1.0,11,2.0,11396,25.666900666900666,36,2.0,0.0,5,6.0,0.0,31,7.0,0.0,292500.0
8294,F,N,Y,252000.0,State servant,Higher education,Widow,House / apartment,0,0,0,Managers,1.0,31,1.0,8576,29.384328358208954,45,6.0,1.0,22,8.0,3.0,23,9.0,1.0,252000.0
8295,F,N,N,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Laborers,2.0,35,2.0,16553,5.4370808916812665,52,1.0,3.0,7,1.0,2.0,45,11.0,0.0,45000.0
8296,F,N,N,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2.0,54,2.0,15773,9.985418119571419,53,0.0,3.0,10,2.0,1.0,43,9.0,1.0,78750.0
8297,F,Y,N,225000.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,Core staff,3.0,25,1.0,12548,17.931144405482947,37,6.0,0.0,2,8.0,0.0,34,10.0,0.0,75000.0
8298,F,N,Y,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Drivers,2.0,44,0.0,13559,9.956486466553581,46,11.0,1.0,9,3.0,0.0,37,7.0,1.0,67500.0
8299,M,Y,Y,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,0,0,0,Drivers,2.0,41,2.0,14964,21.050521251002404,46,2.0,3.0,5,7.0,1.0,40,6.0,1.0,157500.0
8300,F,N,N,63000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,49,2.0,12766,4.934983550054834,40,0.0,2.0,5,6.0,2.0,34,5.0,3.0,31500.0
8301,F,N,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,54,0.0,14910,6.036217303822937,54,6.0,2.0,13,1.0,0.0,40,5.0,2.0,45000.0
8302,M,N,Y,247500.0,Commercial associate,Higher education,Widow,House / apartment,0,1,0,Laborers,1.0,36,2.0,13237,18.69759008838861,42,11.0,2.0,6,2.0,3.0,36,9.0,3.0,247500.0
8303,F,Y,Y,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,Managers,3.0,17,1.0,6756,33.30373001776199,29,2.0,2.0,11,5.0,1.0,18,9.0,1.0,75000.0
8304,F,N,Y,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No job,1.0,44,2.0,23596,6.674860145787422,64,6.0,2.0,0,0.0,0.0,64,6.0,2.0,157500.0
8305,M,Y,N,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,3.0,19,1.0,9384,16.78388746803069,30,4.0,0.0,5,3.0,0.0,25,0.0,0.0,52500.0
8306,M,Y,Y,135000.0,Working,Academic degree,Married,House / apartment,0,1,0,No job,2.0,11,2.0,22346,6.041349682269757,61,7.0,0.0,0,6.0,3.0,61,0.0,0.0,67500.0
8307,F,Y,Y,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,Managers,2.0,19,2.0,14316,11.001676445934619,42,7.0,2.0,2,9.0,0.0,39,9.0,1.0,78750.0
8308,F,N,N,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,47,1.0,22867,9.44592644422093,62,6.0,2.0,0,0.0,0.0,62,6.0,2.0,108000.0
8309,F,N,Y,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,36,2.0,23280,10.631443298969073,63,8.0,1.0,0,0.0,0.0,63,8.0,1.0,247500.0
8310,F,Y,Y,157500.0,Working,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,10,2.0,7070,22.277227722772277,26,1.0,3.0,7,5.0,1.0,19,7.0,2.0,52500.0
8311,M,Y,N,261000.0,State servant,Higher education,Married,Municipal apartment,0,0,0,Core staff,2.0,49,0.0,8441,30.920507048927853,30,10.0,0.0,7,5.0,2.0,23,5.0,1.0,130500.0
8312,M,N,N,157500.0,Working,Higher education,Married,House / apartment,0,1,0,No job,3.0,54,2.0,11968,13.1600935828877,33,3.0,0.0,1,0.0,2.0,32,2.0,1.0,52500.0
8313,M,Y,N,360000.0,Commercial associate,Higher education,Separated,House / apartment,0,1,0,Managers,1.0,31,2.0,11297,31.866867309905285,35,2.0,3.0,4,10.0,1.0,30,4.0,1.0,360000.0
8314,F,N,Y,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,4,2.0,21916,6.570542069720752,60,10.0,2.0,0,0.0,0.0,60,10.0,2.0,72000.0
8315,M,Y,N,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,9,2.0,11619,27.110766847405113,45,3.0,2.0,13,0.0,2.0,31,3.0,3.0,157500.0
8316,F,N,Y,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,50,2.0,13905,5.825242718446602,47,8.0,3.0,8,0.0,1.0,38,7.0,2.0,40500.0
8317,F,Y,Y,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,Managers,2.0,53,2.0,8437,26.668247007230057,48,6.0,2.0,25,0.0,0.0,23,5.0,1.0,112500.0
8318,M,Y,Y,225000.0,Working,Higher education,Single / not married,With parents,1,1,0,No job,1.0,7,2.0,8781,25.623505295524428,25,2.0,1.0,1,10.0,2.0,24,4.0,2.0,225000.0
8319,F,N,Y,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,27,2.0,9521,25.995168574729544,33,2.0,2.0,7,8.0,2.0,26,5.0,0.0,123750.0
8320,M,N,N,225000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,Laborers,4.0,53,2.0,13680,16.44736842105263,45,6.0,3.0,8,6.0,1.0,37,0.0,2.0,56250.0
8321,F,Y,Y,175500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,52,1.0,14912,11.769045064377682,49,1.0,3.0,8,8.0,0.0,40,5.0,2.0,87750.0
8322,F,N,Y,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No job,1.0,8,2.0,24127,4.662825879719816,66,0.0,2.0,0,0.0,0.0,66,0.0,2.0,112500.0
8323,M,N,N,112500.0,Working,Secondary / secondary special,Married,Rented apartment,0,0,0,Laborers,3.0,33,2.0,12451,9.035418841860091,34,9.0,0.0,0,2.0,2.0,34,7.0,2.0,37500.0
8324,F,Y,Y,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Cooking staff,3.0,4,2.0,11086,6.088760598953635,40,9.0,2.0,9,0.0,2.0,30,9.0,3.0,22500.0
8325,M,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,28,2.0,10265,10.959571358986848,38,1.0,2.0,10,6.0,3.0,28,6.0,2.0,56250.0
8326,F,N,Y,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,Laborers,1.0,23,1.0,12285,24.175824175824175,42,1.0,1.0,8,11.0,2.0,33,1.0,3.0,297000.0
8327,F,Y,Y,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Medicine staff,5.0,39,2.0,6697,26.877706435717485,34,10.0,2.0,16,3.0,1.0,18,7.0,0.0,36000.0
8328,F,Y,Y,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,28,2.0,24194,11.159791683888567,66,2.0,0.0,0,0.0,0.0,66,2.0,0.0,135000.0
8329,F,Y,N,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,48,2.0,20315,2.879645582082205,55,5.0,2.0,0,0.0,0.0,55,5.0,2.0,29250.0
8330,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Accountants,1.0,26,2.0,18804,14.358647096362477,58,10.0,2.0,6,7.0,0.0,51,2.0,2.0,270000.0
8331,F,N,Y,157500.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Managers,2.0,11,2.0,9381,16.789254876878797,30,3.0,2.0,5,2.0,1.0,25,0.0,0.0,78750.0
8332,M,Y,Y,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,38,2.0,7582,47.4808757583751,31,3.0,3.0,11,2.0,3.0,20,0.0,3.0,180000.0
8333,M,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,5,2.0,8221,16.421359931881767,27,9.0,0.0,4,11.0,2.0,22,10.0,2.0,45000.0
8334,M,Y,N,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Drivers,1.0,9,1.0,8741,25.740761926553027,24,10.0,3.0,0,7.0,3.0,23,3.0,0.0,225000.0
8335,F,N,Y,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Realty agents,3.0,13,2.0,13894,19.432848711674104,45,1.0,1.0,7,6.0,0.0,38,7.0,0.0,90000.0
8336,F,Y,Y,315000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,3.0,24,2.0,13618,23.131149948597443,45,5.0,3.0,8,7.0,1.0,37,9.0,1.0,105000.0
8337,M,N,Y,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1.0,43,2.0,16749,10.746910263299302,48,6.0,1.0,3,0.0,0.0,45,6.0,0.0,180000.0
8338,M,N,N,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,8,0.0,7567,26.76093564160169,27,2.0,2.0,7,2.0,1.0,20,0.0,1.0,101250.0
8339,F,N,Y,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,12,2.0,21074,5.338331593432666,57,6.0,2.0,0,0.0,0.0,57,6.0,2.0,56250.0
8340,F,N,Y,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,18,2.0,20578,7.653805034502867,56,1.0,3.0,0,0.0,0.0,56,1.0,3.0,78750.0
8341,F,N,Y,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,2.0,2,0.0,16219,6.936309266909181,47,5.0,3.0,3,4.0,2.0,44,0.0,1.0,56250.0
8342,F,N,Y,337500.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,15,0.0,10479,32.2072716862296,35,6.0,0.0,6,5.0,3.0,28,1.0,1.0,168750.0
8343,F,N,N,94500.0,Working,Higher education,Married,House / apartment,0,0,0,No job,2.0,10,2.0,8113,11.647972389991372,24,2.0,3.0,2,7.0,0.0,22,6.0,3.0,47250.0
8344,M,N,N,225000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Sales staff,2.0,27,2.0,8871,25.36354413256679,24,2.0,2.0,0,6.0,3.0,24,7.0,3.0,112500.0
8345,M,Y,N,540000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Managers,2.0,49,2.0,11402,47.36011226100684,47,7.0,0.0,16,11.0,3.0,31,8.0,0.0,270000.0
8346,F,N,Y,247500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Laborers,1.0,17,0.0,16026,15.443654062149008,53,8.0,0.0,9,2.0,2.0,43,6.0,1.0,247500.0
8347,F,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,27,2.0,14876,10.587523527830061,50,4.0,3.0,9,1.0,2.0,40,3.0,1.0,78750.0
8348,F,Y,Y,270000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,20,2.0,9500,28.42105263157895,60,11.0,0.0,34,7.0,3.0,26,4.0,1.0,135000.0
8349,F,N,Y,112500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,45,2.0,20407,5.512814230411133,58,11.0,2.0,2,2.0,3.0,55,8.0,3.0,56250.0
8350,F,N,Y,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,2.0,16,0.0,22042,9.187006623718355,60,2.0,0.0,0,0.0,0.0,60,2.0,0.0,101250.0
8351,F,N,Y,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,No job,1.0,17,2.0,24340,6.470829909613804,66,7.0,1.0,0,0.0,0.0,66,7.0,1.0,157500.0
8352,F,Y,Y,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Laborers,3.0,13,2.0,11890,5.67703952901598,35,7.0,3.0,2,7.0,1.0,32,0.0,2.0,22500.0
8353,F,N,Y,180000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Sales staff,3.0,40,1.0,11885,15.145140933950358,37,2.0,2.0,5,2.0,0.0,32,0.0,1.0,60000.0
8354,F,N,Y,139500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,31,2.0,14807,9.421219693388263,56,11.0,2.0,15,10.0,3.0,40,1.0,3.0,69750.0
8355,M,N,Y,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,2,1.0,13237,20.397371005514845,37,10.0,1.0,1,1.0,2.0,36,9.0,3.0,90000.0
8356,M,N,N,225000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,Laborers,4.0,37,2.0,13680,16.44736842105263,45,6.0,3.0,8,6.0,1.0,37,0.0,2.0,56250.0
8357,M,N,Y,46948.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,3,1.0,21167,2.218004440874947,57,9.0,3.0,0,0.0,0.0,57,9.0,3.0,46948.5
8358,F,N,Y,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,20,2.0,11697,11.541420877147987,41,9.0,0.0,9,3.0,1.0,32,5.0,3.0,135000.0
8359,M,N,Y,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,1,1,0,Core staff,1.0,49,2.0,7805,10.954516335682255,45,11.0,3.0,23,3.0,0.0,21,8.0,3.0,85500.0
8360,F,N,N,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,19,2.0,20851,6.042875641456045,57,11.0,2.0,0,0.0,0.0,57,11.0,2.0,63000.0
8361,M,Y,N,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,3.0,39,2.0,9639,23.34267040149393,33,11.0,0.0,7,2.0,3.0,26,9.0,1.0,75000.0
8362,F,N,Y,135000.0,State servant,Higher education,Single / not married,House / apartment,1,1,0,Secretaries,1.0,11,2.0,8316,16.233766233766232,23,9.0,3.0,0,8.0,3.0,22,1.0,0.0,135000.0
8363,M,Y,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,54,2.0,12385,14.533710133225677,36,7.0,0.0,2,2.0,3.0,33,4.0,1.0,90000.0
8364,M,Y,Y,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,No job,1.0,22,2.0,10779,20.87392151405511,30,5.0,3.0,0,6.0,3.0,29,11.0,3.0,225000.0
8365,M,N,Y,112500.0,Working,Higher education,Married,House / apartment,1,1,0,No job,3.0,5,2.0,8222,13.682802237898322,37,0.0,2.0,14,2.0,0.0,22,10.0,2.0,37500.0
8366,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,4.0,4,1.0,7277,92.75800467225505,38,4.0,3.0,18,1.0,3.0,19,2.0,3.0,168750.0
8367,F,N,N,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Core staff,1.0,46,2.0,16008,6.184407796101949,44,5.0,3.0,1,0.0,0.0,43,5.0,2.0,99000.0
8368,M,N,Y,382500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,38,0.0,12331,31.019382045251806,35,6.0,3.0,1,3.0,1.0,33,3.0,1.0,127500.0
8369,M,Y,Y,135000.0,Working,Secondary / secondary special,Single / not married,With parents,1,1,0,High skill tech staff,1.0,60,1.0,7272,18.564356435643564,28,8.0,1.0,8,6.0,2.0,19,2.0,2.0,135000.0
8370,F,N,Y,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,51,2.0,23507,7.657293572127451,64,3.0,2.0,0,0.0,0.0,64,3.0,2.0,90000.0
8371,M,Y,N,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,Laborers,1.0,42,2.0,8021,19.63595561650667,32,6.0,2.0,10,3.0,1.0,21,3.0,1.0,157500.0
8372,F,N,Y,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,50,2.0,21085,10.671093194213896,62,7.0,3.0,4,0.0,2.0,57,6.0,0.0,112500.0
8373,F,N,N,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,1,0,No job,2.0,21,2.0,7838,14.353151314110743,27,3.0,1.0,6,5.0,2.0,21,9.0,3.0,56250.0
8374,F,N,Y,247500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Sales staff,2.0,37,2.0,8934,27.703156480859636,32,1.0,2.0,8,3.0,1.0,24,9.0,0.0,123750.0
8375,F,N,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Security staff,3.0,31,2.0,16071,11.200298674631323,45,4.0,1.0,1,8.0,1.0,44,7.0,3.0,60000.0
8376,F,N,N,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,1,No job,2.0,6,2.0,21225,4.4522968197879855,58,11.0,0.0,0,0.0,0.0,58,11.0,0.0,47250.0
8377,F,Y,Y,112500.0,Working,Higher education,Married,House / apartment,1,1,0,Laborers,2.0,24,2.0,9596,11.723634847853273,27,0.0,3.0,1,4.0,0.0,26,7.0,2.0,56250.0
