,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,days_birth,days_employed,work_phone,home_phone,email,occup_type,family_size,begin_month,credit,CODE
14462,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10445,249,0,0,0,Laborers,2.0,16,2.0,F-10445135000.0Commercial associate
14463,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,15212,1267,0,0,0,Drivers,3.0,52,2.0,M-15212180000.0Working
14464,F,Y,N,0,81000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,14157,2349,0,0,0,Laborers,2.0,6,2.0,F-1415781000.0Commercial associate
14465,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,17473,2631,0,0,0,Managers,1.0,56,2.0,M-17473225000.0Commercial associate
14466,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,8947,1611,1,0,0,Laborers,1.0,24,2.0,M-8947121500.0State servant
14467,F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,20693,8036,0,0,0,Core staff,2.0,45,2.0,F-20693234000.0Working
14468,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,11089,1467,0,0,0,Laborers,2.0,26,1.0,M-11089180000.0Working
14469,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12674,656,0,0,0,Sales staff,2.0,7,2.0,F-12674157500.0Commercial associate
14470,F,Y,Y,0,405000.0,Commercial associate,Higher education,Civil marriage,House / apartment,19736,195,0,0,0,Accountants,2.0,20,2.0,F-19736405000.0Commercial associate
14471,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,17164,9363,0,0,0,Medicine staff,2.0,16,2.0,F-17164112500.0State servant
14472,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,15239,2538,0,1,0,Drivers,3.0,23,2.0,M-15239157500.0Working
14473,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20726,0,0,0,0,No job,2.0,12,1.0,F-2072690000.0Pensioner
14474,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23287,0,0,0,0,No job,2.0,48,2.0,M-23287112500.0Pensioner
14475,F,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,10190,279,0,0,0,No job,3.0,39,1.0,F-10190135000.0Working
14476,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,17766,2959,0,1,0,Sales staff,2.0,46,1.0,F-17766157500.0Working
14477,M,N,Y,0,79650.0,Pensioner,Secondary / secondary special,Married,House / apartment,16081,0,0,1,0,No job,2.0,30,2.0,M-1608179650.0Pensioner
14478,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,17862,212,0,0,0,Laborers,2.0,15,0.0,F-17862247500.0Commercial associate
14479,F,Y,Y,0,112500.0,Working,Higher education,Single / not married,House / apartment,11699,918,0,0,1,No job,1.0,23,2.0,F-11699112500.0Working
14480,M,Y,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,21886,3649,0,0,0,Managers,2.0,51,2.0,M-21886292500.0Commercial associate
14481,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,18449,9683,0,0,0,No job,1.0,42,2.0,F-18449193500.0Working
14482,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,16202,2939,1,1,0,Managers,2.0,25,1.0,F-16202225000.0Working
14483,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,23289,0,0,1,0,No job,2.0,41,2.0,M-23289180000.0Pensioner
14484,F,N,Y,0,292500.0,Working,Higher education,Single / not married,House / apartment,15303,108,0,0,0,No job,1.0,43,0.0,F-15303292500.0Working
14485,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17778,1194,0,0,0,Laborers,2.0,3,1.0,M-17778135000.0Commercial associate
14486,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,16204,925,1,1,0,Drivers,3.0,6,1.0,M-16204112500.0Working
14487,F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,12732,4520,0,0,0,Core staff,3.0,32,2.0,F-12732405000.0State servant
14488,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,10039,197,0,0,0,Core staff,1.0,16,2.0,M-10039180000.0Commercial associate
14489,F,Y,N,1,184500.0,Working,Higher education,Separated,With parents,13438,4447,1,0,0,Core staff,2.0,20,2.0,F-13438184500.0Working
14490,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,23483,0,0,0,0,No job,2.0,18,2.0,F-23483157500.0Pensioner
14491,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,9862,2135,1,0,0,Laborers,1.0,29,0.0,M-9862157500.0Commercial associate
14492,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,11660,807,0,0,0,Core staff,3.0,53,2.0,F-11660112500.0Commercial associate
14493,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,12047,3443,0,0,0,Managers,3.0,24,2.0,F-12047202500.0Working
14494,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,20142,3760,1,1,0,Sales staff,2.0,8,2.0,F-20142225000.0Working
14495,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,16902,1699,0,0,0,Laborers,3.0,23,1.0,M-16902157500.0Working
14496,F,N,N,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,20002,187,1,1,1,Laborers,1.0,42,2.0,F-20002108000.0Working
14497,F,N,Y,0,360000.0,State servant,Secondary / secondary special,Married,House / apartment,19070,10490,0,0,0,Accountants,2.0,35,1.0,F-19070360000.0State servant
14498,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,8722,996,0,0,0,Drivers,3.0,28,2.0,M-8722180000.0Commercial associate
14499,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,21942,0,0,0,0,No job,1.0,39,2.0,F-21942144000.0Pensioner
14500,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20460,0,0,0,0,No job,2.0,6,1.0,F-20460135000.0Pensioner
14501,F,Y,N,1,184500.0,Working,Higher education,Separated,With parents,13438,4447,1,0,0,Core staff,2.0,48,0.0,F-13438184500.0Working
14502,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,17031,642,0,0,0,Core staff,1.0,12,2.0,F-17031225000.0Commercial associate
14503,F,Y,Y,0,67500.0,Pensioner,Incomplete higher,Married,House / apartment,21350,0,0,1,0,No job,2.0,37,2.0,F-2135067500.0Pensioner
14504,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21464,0,0,0,0,No job,2.0,24,2.0,F-21464202500.0Pensioner
14505,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,22062,0,0,1,0,No job,1.0,48,2.0,F-2206290000.0Pensioner
14506,F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,23200,0,0,1,0,No job,1.0,37,1.0,F-23200135000.0Pensioner
14507,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,14274,3079,0,0,0,No job,4.0,18,2.0,M-1427485500.0Working
14508,F,N,N,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,15260,622,1,0,0,Laborers,2.0,22,2.0,F-15260247500.0Working
14509,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,21259,11272,0,0,0,No job,2.0,33,2.0,F-21259112500.0Working
14510,F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,13592,3504,0,1,1,Accountants,2.0,18,2.0,F-13592315000.0Working
14511,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,20538,5525,1,0,0,Sales staff,1.0,45,2.0,F-20538225000.0Working
14512,F,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14840,1539,0,0,0,Sales staff,3.0,12,2.0,F-14840337500.0Commercial associate
14513,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,9952,1613,0,0,0,No job,1.0,5,1.0,M-9952112500.0Working
14514,M,N,Y,2,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,Drivers,4.0,20,1.0,M-14163675000.0State servant
14515,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,11920,2967,0,0,0,Realty agents,3.0,3,1.0,F-11920180000.0Commercial associate
14516,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,20644,3873,0,0,0,Medicine staff,2.0,13,2.0,F-20644180000.0State servant
14517,M,N,Y,0,360000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,16502,2844,0,0,0,Managers,2.0,6,1.0,M-16502360000.0Commercial associate
14518,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,17708,5555,0,0,0,Laborers,2.0,34,2.0,F-1770890000.0Working
14519,F,N,N,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,12217,2349,1,0,0,No job,3.0,28,1.0,F-12217247500.0Commercial associate
14520,F,N,Y,2,225000.0,Working,Higher education,Married,Co-op apartment,15377,341,0,0,0,Laborers,4.0,22,1.0,F-15377225000.0Working
14521,F,N,Y,1,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,14408,431,0,0,0,Accountants,2.0,40,2.0,F-14408337500.0Commercial associate
14522,F,Y,Y,2,225000.0,Working,Secondary / secondary special,Widow,House / apartment,10882,4126,1,1,0,Managers,3.0,25,1.0,F-10882225000.0Working
14523,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,11327,101,1,1,0,Core staff,4.0,34,1.0,F-11327121500.0Working
14524,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,21842,3869,0,0,0,High skill tech staff,2.0,28,2.0,F-21842112500.0State servant
14525,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,9389,1632,1,1,0,No job,2.0,54,1.0,F-9389157500.0Working
14526,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,18531,925,0,1,0,High skill tech staff,2.0,19,1.0,F-18531112500.0Working
14527,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12821,155,0,0,0,Laborers,2.0,11,2.0,M-1282190000.0Working
14528,F,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,17465,7627,0,0,0,No job,2.0,28,0.0,F-17465405000.0Working
14529,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,With parents,9181,320,0,0,0,Medicine staff,1.0,6,2.0,F-9181112500.0Working
14530,M,N,Y,0,99000.0,Working,Secondary / secondary special,Separated,House / apartment,17952,4086,0,0,0,No job,1.0,10,2.0,M-1795299000.0Working
14531,F,N,N,0,270000.0,Working,Higher education,Single / not married,Rented apartment,13762,1965,1,0,0,Medicine staff,1.0,13,2.0,F-13762270000.0Working
14532,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15941,5830,0,0,0,Managers,2.0,37,1.0,F-15941202500.0Commercial associate
14533,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,14133,3810,0,0,0,Sales staff,2.0,24,2.0,F-14133180000.0Commercial associate
14534,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23978,0,0,0,0,No job,2.0,12,1.0,F-23978112500.0Pensioner
14535,F,N,Y,0,67500.0,Working,Secondary / secondary special,Separated,Municipal apartment,13225,829,1,0,0,Sales staff,1.0,3,1.0,F-1322567500.0Working
14536,F,Y,Y,0,540000.0,Working,Higher education,Separated,House / apartment,13151,3725,0,0,0,Accountants,1.0,42,2.0,F-13151540000.0Working
14537,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,15174,3292,1,0,0,Sales staff,3.0,43,2.0,F-15174112500.0Working
14538,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,15634,158,1,0,0,Laborers,2.0,17,0.0,M-15634225000.0Working
14539,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,22111,3854,0,0,0,Managers,2.0,59,2.0,M-22111360000.0Working
14540,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,17031,642,0,0,0,Core staff,1.0,25,2.0,F-17031225000.0Commercial associate
14541,F,N,Y,0,675000.0,Working,Secondary / secondary special,Married,House / apartment,17964,6594,0,0,1,No job,2.0,36,2.0,F-17964675000.0Working
14542,F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,11588,801,1,1,0,Core staff,2.0,14,2.0,F-11588157500.0State servant
14543,M,Y,Y,0,540000.0,Working,Secondary / secondary special,Married,House / apartment,20074,6348,0,1,0,No job,2.0,30,0.0,M-20074540000.0Working
14544,F,Y,N,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,13546,2142,0,0,0,Laborers,1.0,7,2.0,F-13546247500.0Working
14545,F,Y,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,23224,3382,1,1,0,Core staff,1.0,17,1.0,F-23224135000.0Working
14546,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,21629,0,0,0,0,No job,1.0,12,2.0,F-21629112500.0Pensioner
14547,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,11090,321,0,1,1,Sales staff,2.0,43,0.0,F-11090135000.0Working
14548,F,N,Y,0,87750.0,Working,Secondary / secondary special,Married,House / apartment,19855,893,0,0,0,Cleaning staff,2.0,24,2.0,F-1985587750.0Working
14549,F,Y,N,0,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23328,0,0,0,0,No job,1.0,5,2.0,F-23328121500.0Pensioner
14550,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,10213,1707,0,0,0,Managers,2.0,39,2.0,F-10213180000.0Commercial associate
14551,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,15438,3377,0,0,0,Laborers,2.0,48,2.0,M-15438135000.0Working
14552,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21374,0,0,0,0,No job,2.0,35,2.0,F-21374135000.0Pensioner
14553,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,8877,303,0,0,0,Core staff,1.0,18,2.0,F-887781000.0Commercial associate
14554,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,21581,5467,0,0,0,Accountants,1.0,60,2.0,F-21581135000.0Commercial associate
14555,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,16211,1406,0,0,0,Laborers,1.0,9,2.0,F-16211135000.0Working
14556,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14667,1422,0,0,0,Sales staff,2.0,3,1.0,F-14667247500.0Commercial associate
14557,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,20283,3447,0,0,0,Drivers,1.0,45,1.0,M-20283180000.0Commercial associate
14558,F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,11127,494,1,0,0,Laborers,1.0,17,2.0,F-11127135000.0Commercial associate
14559,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,24216,0,0,0,0,No job,1.0,52,2.0,F-24216157500.0Pensioner
14560,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,10191,2218,0,0,0,Drivers,2.0,4,0.0,M-10191202500.0Working
14561,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,21967,5215,0,0,1,Core staff,2.0,16,2.0,F-21967234000.0State servant
14562,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,15703,1844,0,0,0,Medicine staff,3.0,32,2.0,F-15703180000.0Working
14563,F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,16995,7264,0,0,0,Core staff,2.0,47,1.0,F-16995391500.0Working
14564,F,N,Y,0,135000.0,Working,Higher education,Married,With parents,14160,4635,0,0,0,Sales staff,2.0,19,2.0,F-14160135000.0Working
14565,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23563,0,0,1,0,No job,2.0,53,2.0,M-23563135000.0Pensioner
14566,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10445,249,0,0,0,Laborers,2.0,14,0.0,F-10445135000.0Commercial associate
14567,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13059,4813,0,0,0,Laborers,4.0,56,2.0,M-13059180000.0Working
14568,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,9810,2993,1,0,0,No job,2.0,15,2.0,M-9810180000.0Commercial associate
14569,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,13724,638,0,0,0,No job,2.0,29,0.0,F-13724225000.0Working
14570,M,N,N,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,19944,0,0,0,0,No job,2.0,1,1.0,M-1994499000.0Pensioner
14571,M,N,Y,2,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,24278,0,0,0,0,No job,4.0,10,2.0,M-2427881000.0Pensioner
14572,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,Rented apartment,15399,6555,0,0,0,Managers,3.0,16,2.0,M-15399315000.0State servant
14573,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21290,0,0,0,0,No job,2.0,7,2.0,F-2129099000.0Pensioner
14574,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,18475,1782,0,0,0,Cleaning staff,1.0,33,2.0,M-18475180000.0Working
14575,F,N,Y,0,315000.0,State servant,Higher education,Married,House / apartment,18172,11552,0,0,0,No job,2.0,25,0.0,F-18172315000.0State servant
14576,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,11998,1497,0,0,0,Managers,1.0,25,2.0,F-11998202500.0Working
14577,F,N,N,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,18588,4234,0,1,0,Core staff,2.0,10,0.0,F-18588247500.0Commercial associate
14578,M,Y,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,14229,1112,0,0,0,Security staff,2.0,6,1.0,M-14229112500.0Commercial associate
14579,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,19003,11785,0,0,0,Medicine staff,2.0,17,0.0,F-19003135000.0Working
14580,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,14069,2500,1,1,1,Core staff,3.0,28,2.0,F-14069180000.0State servant
14581,M,N,N,0,360000.0,Working,Secondary / secondary special,Married,Rented apartment,13958,969,0,1,0,Drivers,2.0,4,2.0,M-13958360000.0Working
14582,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,13585,747,0,0,0,High skill tech staff,3.0,22,2.0,M-13585180000.0Working
14583,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,18596,7566,0,0,0,Managers,2.0,14,2.0,M-18596337500.0Commercial associate
14584,M,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,19360,864,0,0,0,Cleaning staff,1.0,32,2.0,M-1936090000.0State servant
14585,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21768,0,0,1,0,No job,2.0,29,2.0,F-2176849500.0Pensioner
14586,F,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16053,1905,0,0,0,Core staff,1.0,8,2.0,F-16053450000.0Commercial associate
14587,M,Y,Y,0,270000.0,Working,Incomplete higher,Married,Municipal apartment,11695,2437,1,0,0,Laborers,2.0,45,2.0,M-11695270000.0Working
14588,F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,22985,0,0,1,0,No job,2.0,13,2.0,F-22985360000.0Pensioner
14589,F,N,Y,1,256500.0,State servant,Higher education,Married,House / apartment,17594,1315,0,1,0,Managers,3.0,47,2.0,F-17594256500.0State servant
14590,F,Y,N,1,90000.0,Working,Incomplete higher,Married,Rented apartment,12383,3480,0,0,0,Laborers,3.0,2,1.0,F-1238390000.0Working
14591,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,12699,2484,0,0,0,Core staff,2.0,25,0.0,F-12699180000.0Working
14592,F,N,Y,0,85500.0,Working,Higher education,Married,House / apartment,14813,2965,0,1,0,No job,2.0,48,2.0,F-1481385500.0Working
14593,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23914,0,0,0,0,No job,2.0,5,2.0,F-23914126000.0Pensioner
14594,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,14638,5891,0,0,0,Laborers,1.0,57,1.0,M-14638270000.0Commercial associate
14595,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,14521,4351,0,1,0,Laborers,2.0,17,2.0,M-14521135000.0Working
14596,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,14052,140,0,1,1,Sales staff,2.0,8,2.0,F-14052270000.0Working
14597,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,19982,1724,0,1,0,No job,2.0,13,1.0,F-19982270000.0Working
14598,F,Y,Y,0,243000.0,Commercial associate,Higher education,Married,House / apartment,13130,249,1,0,1,No job,2.0,33,1.0,F-13130243000.0Commercial associate
14599,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21700,0,0,0,0,No job,2.0,54,2.0,F-21700171000.0Pensioner
14600,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,18587,1388,0,0,0,Cleaning staff,1.0,51,2.0,F-1858790000.0Commercial associate
14601,F,Y,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,14499,2860,0,0,0,Accountants,3.0,29,2.0,F-14499112500.0Commercial associate
14602,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,15080,5576,0,0,0,Laborers,2.0,47,2.0,F-15080112500.0Working
14603,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,20319,3961,1,0,0,No job,2.0,37,2.0,M-20319315000.0Working
14604,F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,14995,5365,0,0,1,No job,3.0,51,1.0,F-14995202500.0Working
14605,F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,8056,433,0,0,0,Core staff,2.0,11,2.0,F-8056135000.0Commercial associate
14606,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,Office apartment,19064,3907,1,1,0,No job,2.0,15,2.0,F-19064225000.0Working
14607,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,9876,1571,0,0,0,Core staff,2.0,11,1.0,F-9876157500.0Working
14608,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,17372,978,0,1,0,Sales staff,2.0,34,2.0,F-17372112500.0Working
14609,M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,13178,1317,1,0,0,Laborers,2.0,4,0.0,M-13178292500.0Working
14610,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,11978,5206,1,0,0,Core staff,1.0,50,1.0,F-11978126000.0State servant
14611,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,11390,515,0,1,0,Sales staff,2.0,37,2.0,F-11390135000.0Working
14612,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20123,0,0,0,0,No job,2.0,37,2.0,F-20123103500.0Pensioner
14613,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,10535,3819,1,1,0,Laborers,2.0,6,2.0,F-10535112500.0Working
14614,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,11964,4280,0,0,0,Laborers,4.0,20,2.0,M-11964112500.0Working
14615,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,15376,6851,0,0,0,Laborers,3.0,13,0.0,F-15376112500.0Working
14616,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,14867,586,1,0,0,Drivers,2.0,58,2.0,M-14867180000.0Commercial associate
14617,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14346,302,0,0,0,No job,2.0,43,2.0,M-14346225000.0Commercial associate
14618,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14596,1965,0,0,0,No job,3.0,15,2.0,F-14596133650.0Commercial associate
14619,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,10910,1436,1,0,0,Security staff,3.0,35,1.0,M-10910135000.0Working
14620,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,21601,808,1,0,1,Managers,2.0,17,2.0,M-21601112500.0Commercial associate
14621,M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,12675,1328,0,0,0,Drivers,3.0,9,2.0,M-12675405000.0Working
14622,F,N,N,0,265500.0,State servant,Secondary / secondary special,Separated,House / apartment,22662,4206,0,0,0,No job,1.0,60,2.0,F-22662265500.0State servant
14623,M,Y,Y,2,108000.0,State servant,Secondary / secondary special,Married,House / apartment,12529,918,1,0,0,No job,4.0,9,1.0,M-12529108000.0State servant
14624,M,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,17349,0,0,0,0,No job,2.0,16,2.0,M-1734976500.0Pensioner
14625,F,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,19182,900,0,1,0,No job,2.0,7,2.0,F-1918267500.0Working
14626,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,14770,1173,0,0,0,Drivers,4.0,4,2.0,M-14770180000.0Working
14627,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,24523,0,0,0,0,No job,2.0,24,2.0,M-2452390000.0Pensioner
14628,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,17001,5004,0,0,0,Medicine staff,4.0,6,2.0,F-17001144000.0Working
14629,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,17461,2134,0,0,0,Sales staff,1.0,30,2.0,F-17461103500.0Working
14630,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,21505,0,0,1,0,No job,1.0,49,2.0,F-2150599000.0Pensioner
14631,F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,15113,1585,0,0,0,HR staff,2.0,21,0.0,F-15113180000.0Working
14632,F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,15915,785,1,1,0,Sales staff,3.0,16,2.0,F-1591576500.0Working
14633,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,0,0,0,Sales staff,2.0,13,1.0,F-12461180000.0Working
14634,F,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17162,212,0,0,0,Cleaning staff,2.0,10,2.0,F-17162112500.0Commercial associate
14635,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,17543,474,0,0,0,Cleaning staff,1.0,57,1.0,F-17543225000.0State servant
14636,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,19151,401,0,0,0,Medicine staff,2.0,6,2.0,F-1915190000.0Working
14637,F,N,Y,0,238500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23171,0,0,0,0,No job,2.0,43,2.0,F-23171238500.0Pensioner
